Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
825;21101199912;"Studies on East Asian Religions";book series;"24520098";"Brill Academic Publishers";No;No;0,133;Q3;1;12;28;1143;6;1;0,21;95,25;100,00;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2020, 2022-2024";"Cultural Studies (Q3); Religious Studies (Q3)";"Arts and Humanities; Social Sciences"
826;21101192681;"Bosniaca";journal;"15125033, 23038888";"National and University Library of Bosnia and Herzegovina";Yes;Yes;0,132;Q3;1;13;26;363;4;24;0,15;27,92;80,00;0;2;Bosnia and Herzegovina;Eastern Europe;"National and University Library of Bosnia and Herzegovina";"2022-2024";"Cultural Studies (Q3); Education (Q4); Social Sciences (miscellaneous) (Q4)";"Social Sciences"
827;5700160810;"Boundary 2";journal;"01903659, 15272141";"Duke University Press";No;No;0,132;Q3;31;33;123;1080;33;104;0,31;32,73;41,94;0;0;United States;Northern America;"Duke University Press";"2002-2024";"Literature and Literary Theory (Q2); Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
828;21100388414;"Crossings";journal;"20404352, 20404344";"Intellect Ltd.";No;No;0,132;Q3;14;7;49;466;18;47;0,53;66,57;75,00;0;5;United Kingdom;Western Europe;"Intellect Ltd.";"2014-2024";"Anthropology (Q3); Cultural Studies (Q3); Demography (Q4)";"Social Sciences"
829;21101045322;"Feminist German Studies";journal;"25785192, 25785206";"University of Nebraska Press";No;No;0,132;Q3;3;10;43;165;8;36;0,13;16,50;86,67;0;3;United States;Northern America;"University of Nebraska Press";"2018-2024";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Linguistics and Language (Q3); Gender Studies (Q4)";"Arts and Humanities; Social Sciences"
830;21100202737;"Folklore (Estonia)";journal;"14060949, 14060957";"FB and Media Group of Estonian Literary Museum";Yes;No;0,132;Q3;12;29;109;1340;34;105;0,17;46,21;68,75;0;5;Estonia;Eastern Europe;"FB and Media Group of Estonian Literary Museum";"2009-2024";"Anthropology (Q3); Cultural Studies (Q3)";"Social Sciences"
831;21075;"Journal of Sport History";journal;"00941700, 21558450";"North American Society for Sport History";No;No;0,132;Q3;15;21;76;1643;9;75;0,08;78,24;29,63;0;1;United States;Northern America;"North American Society for Sport History";"1977-1979, 1981-1984, 1987, 1989, 1999-2002, 2010, 2012-2024";"Cultural Studies (Q3); History (Q3); Sports Science (Q4)";"Arts and Humanities; Health Professions; Social Sciences"
832;21100241756;"Lud";journal;"00761435";"Polskie Towarzystwo Ludoznawcze";No;No;0,132;Q3;5;12;44;548;11;44;0,22;45,67;76,92;0;3;Poland;Eastern Europe;"Polskie Towarzystwo Ludoznawcze";"2012-2014, 2016-2024";"Anthropology (Q3); Cultural Studies (Q3)";"Social Sciences"
833;21100899925;"Nomadas";journal;"25394762, 01217550";"Universidad Central";Yes;Yes;0,132;Q3;6;0;73;0;17;70;0,19;0,00;0,00;0;0;Colombia;Latin America;"Universidad Central";"2018-2023";"Anthropology (Q3); Cultural Studies (Q3); Philosophy (Q3); Education (Q4); Psychology (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Psychology; Social Sciences"
834;21100227421;"Quinto Sol";journal;"03292665, 18512879";"Universidad Nacional de La Pampa";Yes;Yes;0,132;Q3;7;34;83;945;8;81;0,11;27,79;57,14;0;5;Argentina;Latin America;"Universidad Nacional de La Pampa";"2012-2025";"Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
835;6000152817;"Third Text";journal;"09528822";"Taylor and Francis Ltd.";No;No;0,132;Q3;24;16;107;164;27;105;0,14;10,25;81,82;0;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1987-2024";"Visual Arts and Performing Arts (Q2); Cultural Studies (Q3)";"Arts and Humanities; Social Sciences"
836;19600161821;"Transylvanian Review";journal;"15849422, 12211249";"Center Transylvanian Studies";No;No;0,132;Q3;7;47;159;1224;10;152;0,05;26,04;35,85;0;6;Romania;Eastern Europe;"Center Transylvanian Studies";"2008-2024";"Cultural Studies (Q3); History (Q3)";"Arts and Humanities; Social Sciences"
837;58823;"Byzantinoslavica";journal;"00077712";"Academy of Sciences of the Czech Republic";Yes;No;0,131;Q3;8;0;29;0;4;25;0,00;0,00;0,00;0;0;Czech Republic;Eastern Europe;"Academy of Sciences of the Czech Republic";"1972, 2008-2023";"Cultural Studies (Q3); History (Q3); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
838;21100888137;"Cambridge Journal of Postcolonial Literary Inquiry";journal;"20522622, 20522614";"Cambridge University Press";No;No;0,131;Q3;12;20;96;623;34;88;0,31;31,15;47,37;0;2;United Kingdom;Western Europe;"Cambridge University Press";"2014-2024";"Literature and Literary Theory (Q2); Cultural Studies (Q3); History (Q3)";"Arts and Humanities; Social Sciences"
839;21101158609;"Folklorica";journal;"19200234, 19200242";"Association for Slavic East European and Eurasian Studies";Yes;Yes;0,131;Q3;2;4;14;196;1;12;0,00;49,00;100,00;0;0;United States;Northern America;"Association for Slavic East European and Eurasian Studies";"2019-2024";"Literature and Literary Theory (Q2); Anthropology (Q3); Cultural Studies (Q3); Linguistics and Language (Q3); Music (Q3)";"Arts and Humanities; Social Sciences"
840;21100854430;"Futuro del Pasado";journal;"19899289";"Ediciones Universidad de Salamanca";Yes;Yes;0,131;Q3;6;35;51;2389;17;46;0,26;68,26;52,78;0;8;Spain;Western Europe;"Ediciones Universidad de Salamanca";"2017-2024";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); History (Q3)";"Arts and Humanities; Social Sciences"
841;21100278321;"International Journal of China Studies";journal;"21803250";"Institute of China Studies, University of Malaya";No;No;0,131;Q3;14;15;37;625;16;37;0,33;41,67;42,11;0;5;Malaysia;Asiatic Region;"Institute of China Studies, University of Malaya";"2010-2024";"Cultural Studies (Q3); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
842;16200154794;"JNT-Journal of Narrative Theory";journal;"15490815, 15489248";"Eastern Michigan University, Department of English Language and Literature";No;No;0,131;Q3;15;16;52;566;17;52;0,36;35,38;50,00;0;0;United States;Northern America;"Eastern Michigan University, Department of English Language and Literature";"2002-2024";"Literature and Literary Theory (Q2); Cultural Studies (Q3)";"Arts and Humanities; Social Sciences"
843;6000169412;"Journal of the Southwest";journal;"08948410";"University of Arizona";No;No;0,131;Q3;13;15;47;456;9;41;0,25;30,40;33,33;0;1;United States;Northern America;"University of Arizona";"2001-2024";"Literature and Literary Theory (Q2); Anthropology (Q3); Cultural Studies (Q3); History (Q3)";"Arts and Humanities; Social Sciences"
844;21100891825;"Komunikacija i Kultura Online";journal;"22174257";"FOKUS – Forum za interkulturnu komunikaciju";Yes;Yes;0,131;Q3;2;11;40;491;4;39;0,11;44,64;60,87;0;0;Serbia;Eastern Europe;"FOKUS – Forum za interkulturnu komunikaciju";"2018-2024";"Literature and Literary Theory (Q2); Cultural Studies (Q3); Linguistics and Language (Q3); Communication (Q4)";"Arts and Humanities; Social Sciences"
845;19400157126;"Secuencia";journal;"23958464, 01860348";"Instituto de Investigaciones Dr. Jose Maria Luis Mora";Yes;Yes;0,131;Q3;5;22;148;1000;16;147;0,12;45,45;23,81;0;11;Mexico;Latin America;"Instituto de Investigaciones Dr. Jose Maria Luis Mora";"1987, 1989, 2001-2002, 2016-2025";"Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
846;5800207703;"Studia Slavica Academiae Scientiarum Hungaricae";journal;"00393363, 1588290X";"Akademiai Kiado";No;No;0,131;Q3;4;32;31;632;3;31;0,10;19,75;78,95;0;1;Hungary;Eastern Europe;"Akademiai Kiado";"2007-2020, 2022-2025";"Cultural Studies (Q3); History (Q3); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
847;19400157214;"Studies on Ethno-Medicine";journal;"09735070";"Kamla-Raj Enterprises";No;No;0,131;Q3;24;17;52;778;14;52;0,36;45,76;41,46;0;10;India;Asiatic Region;"Kamla-Raj Enterprises";"2009-2024";"Anthropology (Q3); Cultural Studies (Q3); Complementary and Alternative Medicine (Q4); Medicine (miscellaneous) (Q4)";"Medicine; Social Sciences"
848;21101163011;"Arte Nuevo. Revista de Estudios Aureos";journal;"22972692";"Universite de Neuchatel";Yes;Yes;0,130;Q3;3;11;31;358;3;31;0,10;32,55;60,00;0;0;Switzerland;Western Europe;"Universite de Neuchatel";"2019-2024";"Literature and Literary Theory (Q2); Cultural Studies (Q3)";"Arts and Humanities; Social Sciences"
849;21101131479;"China and Asia: Journal in Historical Studies";journal;"2589465X, 25894641";"Brill Academic Publishers";No;No;0,130;Q3;4;15;38;426;7;32;0,21;28,40;16,67;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2019-2024";"Cultural Studies (Q3); History (Q3)";"Arts and Humanities; Social Sciences"
850;77201;"Etnografia Polska";journal;"00711861";"Polska Akademia Nauk";Yes;Yes;0,130;Q3;5;11;39;416;12;34;0,33;37,82;72,73;0;1;Poland;Eastern Europe;"Polska Akademia Nauk";"1983, 2001, 2011-2024";"Anthropology (Q3); Cultural Studies (Q3)";"Social Sciences"
851;21101253663;"Fol'klor: Struktura, Tipologiia, Semiotika";journal;"26585294";"Russian State University for the Humanities";No;No;0,130;Q3;2;25;70;343;8;65;0,15;13,72;79,17;0;0;Russian Federation;Eastern Europe;"Russian State University for the Humanities";"2020-2024";"Literature and Literary Theory (Q2); Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3)";"Arts and Humanities; Social Sciences"
852;21101216641;"Impossibilia";journal;"21742464";"Universidad de Granada";Yes;Yes;0,130;Q3;3;28;60;831;16;55;0,26;29,68;68,18;0;8;Spain;Western Europe;"Universidad de Granada";"2020-2024";"Literature and Literary Theory (Q2); Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3)";"Arts and Humanities; Social Sciences"
853;5700162645;"Jewish Culture and History";journal;"1462169X";"Routledge";No;No;0,130;Q3;6;29;73;46;18;66;0,15;1,59;46,43;0;2;United Kingdom;Western Europe;"Routledge";"1999, 2001, 2014-2025";"Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
854;21100255376;"Journal of Religion and Popular Culture";journal;"1703289X";"University of Toronto Press";No;No;0,130;Q3;7;11;39;725;12;39;0,30;65,91;25,00;0;0;Canada;Northern America;"University of Toronto Press";"2013-2024";"Cultural Studies (Q3); Religious Studies (Q3)";"Arts and Humanities; Social Sciences"
855;20600195616;"MELUS";journal;"19463170, 0163755X";"Society for the Study of the Multi-Ethnic Literature of the United States";No;No;0,130;Q3;12;31;106;1396;22;106;0,21;45,03;57,14;0;3;United States;Northern America;"Society for the Study of the Multi-Ethnic Literature of the United States";"1974-1975, 1977-1985, 1987, 1989-1990, 1992-1995, 2011-2024";"Literature and Literary Theory (Q2); Cultural Studies (Q3)";"Arts and Humanities; Social Sciences"
856;21100899005;"Scottish Archaeological Journal";journal;"17552028, 14715767";"Edinburgh University Press";No;No;0,130;Q3;6;7;16;216;1;14;0,08;30,86;61,54;0;1;United Kingdom;Western Europe;"Edinburgh University Press";"1996, 1998, 2000-2012, 2014-2024";"Archeology (Q3); Archeology (arts and humanities) (Q3); Cultural Studies (Q3)";"Arts and Humanities; Social Sciences"
857;16200154761;"Studia Celtica";journal;"00816353";"University of Wales Press";No;No;0,130;Q3;8;9;28;683;6;22;0,18;75,89;28,57;0;1;United Kingdom;Western Europe;"University of Wales Press";"2003, 2005-2024";"Literature and Literary Theory (Q2); Archeology (Q3); Archeology (arts and humanities) (Q3); Cultural Studies (Q3); History (Q3); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
858;21100904919;"Ancient History Bulletin";journal;"08353638";"Ancient History Bulletin";No;No;0,129;Q3;3;0;20;0;5;20;0,33;0,00;0,00;0;0;United States;Northern America;"Ancient History Bulletin";"2018-2023";"Classics (Q2); Anthropology (Q3); Archeology (arts and humanities) (Q3); Cultural Studies (Q3); History (Q3)";"Arts and Humanities; Social Sciences"
859;21100933896;"De Medio Aevo";journal;"22555889";"Universidad Complutense Madrid";Yes;Yes;0,129;Q3;3;29;85;2138;15;79;0,17;73,72;29,73;0;2;Spain;Western Europe;"Universidad Complutense Madrid";"2019-2024";"Literature and Literary Theory (Q2); Visual Arts and Performing Arts (Q2); Cultural Studies (Q3); History (Q3); Philosophy (Q3); Religious Studies (Q3)";"Arts and Humanities; Social Sciences"
860;23113;"Differences";journal;"10407391";"Duke University Press";No;No;0,129;Q3;35;29;85;1459;22;83;0,19;50,31;68,00;0;0;United States;Northern America;"Duke University Press";"1994, 1998, 2001-2024";"Cultural Studies (Q3); Gender Studies (Q4)";"Social Sciences"
861;21100899504;"Journal of Iberian and Latin American Studies";journal;"14701847, 14699524";"Taylor and Francis Ltd.";No;No;0,129;Q3;5;24;71;1287;24;66;0,27;53,63;43,48;0;4;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2018-2024";"Cultural Studies (Q3); History (Q3); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
862;16000154789;"Exemplaria";journal;"10412573, 17533074";"Maney Publishing";No;No;0,128;Q3;14;18;63;707;15;58;0,21;39,28;68,75;0;3;United Kingdom;Western Europe;"Maney Publishing";"1989-1995, 2002-2024";"Literature and Literary Theory (Q2); Cultural Studies (Q3); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
863;5800159959;"Indonesia";journal;"00197289";"Cornell University";No;No;0,128;Q3;17;15;34;287;12;28;0,36;19,13;43,75;0;3;United States;Northern America;"Cornell University";"2011-2024";"Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
864;21101149180;"Journal of Chinese Film Studies";journal;"27022285, 27022277";"Walter de Gruyter GmbH";No;No;0,128;Q3;4;31;83;848;27;79;0,09;27,35;52,78;0;7;Germany;Western Europe;"Walter de Gruyter GmbH";"2021-2024";"Visual Arts and Performing Arts (Q2); Cultural Studies (Q3); History (Q3)";"Arts and Humanities; Social Sciences"
865;21101190206;"Journal of Islamic and Muslim Studies";journal;"24707074, 24707066";"Indiana University Press";No;No;0,128;Q3;3;5;31;28;8;26;0,26;5,60;60,00;0;0;United States;Northern America;"Indiana University Press";"2019-2024";"Anthropology (Q3); Cultural Studies (Q3); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Social Sciences"
866;19900192010;"Aboriginal History Journal";journal;"18379389, 03148769";"ANU Press";No;No;0,127;Q3;7;6;16;342;3;16;0,11;57,00;52,17;0;1;Australia;Pacific Region;"ANU Press";"2001, 2019-2022, 2024";"Cultural Studies (Q3); History (Q3)";"Arts and Humanities; Social Sciences"
867;21100944572;"Clothing Cultures";journal;"20500742, 20500750";"Intellect Ltd.";No;No;0,127;Q3;3;0;43;0;9;37;0,05;0,00;0,00;0;0;United Kingdom;Western Europe;"Intellect Ltd.";"2019-2023";"Visual Arts and Performing Arts (Q2); Cultural Studies (Q3)";"Arts and Humanities; Social Sciences"
868;21101263031;"Humanimalia";journal;"21518645";"OpenJournals";Yes;Yes;0,127;Q3;3;15;26;621;8;23;0,31;41,40;57,14;0;2;Netherlands;Western Europe;"OpenJournals";"2020, 2022-2024";"Cultural Studies (Q3); Gender Studies (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Social Sciences"
869;21100805737;"IC Revista Cientifica de Informacion y Comunicacion";journal;"21731071, 16962508";"Departamento de Periodismo I de la Universidad de Sevilla.";Yes;Yes;0,127;Q3;4;15;72;449;21;68;0,36;29,93;62,50;0;4;Spain;Western Europe;"Departamento de Periodismo I de la Universidad de Sevilla.";"2016-2024";"Cultural Studies (Q3); Linguistics and Language (Q3); Communication (Q4); Library and Information Sciences (Q4)";"Social Sciences"
870;24195;"Journal Asiatique";journal;"17831504, 0021762X";"Peeters Publishers";No;No;0,127;Q3;13;9;48;674;9;47;0,16;74,89;25,00;0;0;Belgium;Western Europe;"Peeters Publishers";"1970, 1989, 1996-2004, 2006-2024";"Literature and Literary Theory (Q2); Cultural Studies (Q3); History (Q3); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
871;21101021492;"Journal of Greek Media and Culture";journal;"20523971, 2052398X";"Intellect Ltd.";No;No;0,127;Q3;7;12;41;589;10;38;0,12;49,08;33,33;0;2;United Kingdom;Western Europe;"Intellect Ltd.";"2015-2024";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Communication (Q4)";"Arts and Humanities; Social Sciences"
872;20788;"Kwartalnik Historii Kultury Materialnej";journal;"00235881, 27196496";"Institute of Archaeology and Ethnology, Polish Academy of Sciences";Yes;Yes;0,127;Q3;2;20;77;1385;7;72;0,11;69,25;39,29;0;2;Poland;Eastern Europe;"Institute of Archaeology and Ethnology, Polish Academy of Sciences";"1972, 1975-1977, 1979-1980, 1984, 1999, 2001, 2020-2024";"Archeology (arts and humanities) (Q3); Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); History (Q3); Anthropology (Q4)";"Arts and Humanities; Social Sciences"
873;9500154013;"NWIG New West Indian Guide";journal;"22134360, 13822373";"Brill Academic Publishers";Yes;Yes;0,127;Q3;9;9;27;608;9;27;0,22;67,56;58,33;0;1;Netherlands;Western Europe;"Brill Academic Publishers";"1977-1978, 2001-2002, 2007, 2011-2024";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); History (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
874;21101163298;"Women, Gender, and Families of Color";journal;"23260947, 23260939";"University of Illinois Press";No;No;0,127;Q3;4;0;28;0;7;25;0,14;0,00;0,00;0;0;United States;Northern America;"University of Illinois Press";"2019-2023";"Cultural Studies (Q3); History (Q3); Gender Studies (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
875;21100900373;"Asian International Studies Review";journal;"12268240";"Brill Academic Publishers";No;No;0,126;Q3;6;9;31;592;6;30;0,20;65,78;42,86;0;2;Netherlands;Western Europe;"Brill Academic Publishers";"2018-2024";"Cultural Studies (Q3); History (Q3); Business and International Management (Q4); Industrial Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Business, Management and Accounting; Social Sciences"
876;21100803568;"Comunicazioni Sociali";journal;"03928667, 18277969";"Vita e Pensiero";No;No;0,126;Q3;6;21;76;1177;12;74;0,12;56,05;54,29;0;7;Italy;Western Europe;"Vita e Pensiero";"2016-2024";"Visual Arts and Performing Arts (Q2); Cultural Studies (Q3); Communication (Q4)";"Arts and Humanities; Social Sciences"
877;21100920225;"Film Fashion and Consumption";journal;"20442823, 20442831";"Intellect Ltd.";No;No;0,126;Q3;4;0;42;0;12;38;0,17;0,00;0,00;0;0;United Kingdom;Western Europe;"Intellect Ltd.";"2019-2023";"Visual Arts and Performing Arts (Q2); Cultural Studies (Q3); History (Q3); Communication (Q4)";"Arts and Humanities; Social Sciences"
878;21100824648;"International Journal of Sino-Western Studies";journal;"22422471, 17998204";"Nordic Forum of Sino-Western Studies";Yes;No;0,126;Q3;3;26;83;1141;18;79;0,29;43,88;29,17;0;1;Finland;Western Europe;"Nordic Forum of Sino-Western Studies";"2016-2024";"Cultural Studies (Q3); History (Q3); Religious Studies (Q3)";"Arts and Humanities; Social Sciences"
879;12100155628;"International Journal of the Classical Tradition";journal;"10730508, 18746292";"Transaction Periodicals Consortium";No;No;0,126;Q3;11;19;56;81;13;53;0,28;4,26;12,50;0;1;Netherlands;Western Europe;"Transaction Periodicals Consortium";"1994-1995, 1999, 2004, 2009-2025";"Classics (Q2); Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3)";"Arts and Humanities; Social Sciences"
880;27333;"Journal of American Ethnic History";journal;"02785927, 19364695";"University of Illinois Press";No;No;0,126;Q3;19;40;44;1762;14;44;0,25;44,05;54,29;0;8;United States;Northern America;"University of Illinois Press";"1989, 2000-2025";"Cultural Studies (Q3); History (Q3); Anthropology (Q4)";"Arts and Humanities; Social Sciences"
881;4700152269;"Journal of Japanese Studies";journal;"00956848, 15494721";"Journal of Japanese Studies";No;No;0,126;Q3;22;12;34;462;9;31;0,25;38,50;16,67;0;0;United States;Northern America;"Journal of Japanese Studies";"1998-2002, 2005-2024";"Cultural Studies (Q3); Linguistics and Language (Q3); Anthropology (Q4); Social Psychology (Q4)";"Psychology; Social Sciences"
882;5600156553;"Journal of Pacific History";journal;"00223344";"Taylor and Francis Ltd.";No;No;0,126;Q3;23;30;71;123;28;67;0,35;4,10;27,91;2;9;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1966-2025";"Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
883;21100876245;"Malaysian Journal of Music";journal;"26009366, 26009331";"Universiti Pendidikan Sultan Idris";No;No;0,126;Q3;6;9;33;307;17;32;0,61;34,11;42,11;0;2;Malaysia;Asiatic Region;"Universiti Pendidikan Sultan Idris";"2002, 2018-2024";"Cultural Studies (Q3); Music (Q3)";"Arts and Humanities; Social Sciences"
884;21100205708;"South Central Review";journal;"07436831, 15493377";"Johns Hopkins University Press";Yes;No;0,126;Q3;7;23;79;1246;8;72;0,11;54,17;31,82;0;3;United States;Northern America;"Johns Hopkins University Press";"2011-2025";"Literature and Literary Theory (Q2); Visual Arts and Performing Arts (Q2); Cultural Studies (Q3); Philosophy (Q3)";"Arts and Humanities; Social Sciences"
885;16923;"Amerasia Journal";journal;"00447471";"Taylor and Francis Ltd.";No;No;0,125;Q3;16;0;92;0;16;80;0,08;0,00;0,00;0;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1971, 1980, 1984, 1999-2000, 2002-2023";"Cultural Studies (Q3); History (Q3)";"Arts and Humanities; Social Sciences"
886;21100935905;"Boyhood Studies";journal;"23759240, 23759267";"Berghahn Journals";No;No;0,125;Q3;6;6;44;214;7;41;0,04;35,67;70,00;0;4;United States;Northern America;"Berghahn Journals";"2018-2024";"Cultural Studies (Q3); Developmental and Educational Psychology (Q4); Education (Q4); Gender Studies (Q4); Life-span and Life-course Studies (Q4); Social Psychology (Q4)";"Psychology; Social Sciences"
887;21101068031;"Emotions: History, Culture, Society";journal;"22067485, 2208522X";"Brill Academic Publishers";No;No;0,125;Q3;6;24;42;1698;10;38;0,21;70,75;62,96;0;2;Netherlands;Western Europe;"Brill Academic Publishers";"2017-2025";"Cultural Studies (Q3); History (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
888;21101079128;"Endowment Studies";journal;"24685968, 2468595X";"Brill Academic Publishers";No;No;0,125;Q3;3;5;16;330;6;16;0,36;66,00;33,33;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2017-2024";"Cultural Studies (Q3); History (Q3); Religious Studies (Q3)";"Arts and Humanities; Social Sciences"
889;21100220142;"Estudios Irlandeses";journal;"1699311X";"Spanish Association for Irish Studies";Yes;Yes;0,125;Q3;5;16;67;488;12;59;0,22;30,50;46,67;0;4;Spain;Western Europe;"Spanish Association for Irish Studies";"2012-2024";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3)";"Arts and Humanities; Social Sciences"
890;21100887850;"Estudos Historicos";journal;"01032186, 21781494";"Fundacao Getulio Vargas";Yes;Yes;0,125;Q3;6;39;80;1629;20;68;0,14;41,77;44,19;0;8;Brazil;Latin America;"Fundacao Getulio Vargas";"2018-2024";"Literature and Literary Theory (Q2); Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
891;21101264300;"Norba. Revista de Arte";journal;"02132214, 2660714X";"Universidad de Extremadura";Yes;Yes;0,125;Q3;2;17;58;575;6;56;0,10;33,82;33,33;0;2;Spain;Western Europe;"Universidad de Extremadura";"2021-2024";"Literature and Literary Theory (Q2); Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3)";"Arts and Humanities; Social Sciences"
892;28928;"Northeast African Studies";journal;"15356574, 07409133";"Michigan State University Press";No;No;0,125;Q3;13;0;31;0;7;29;0,00;0,00;0,00;0;0;United States;Northern America;"Michigan State University Press";"1985, 1999-2002, 2004, 2011-2022";"Cultural Studies (Q3); History (Q3)";"Arts and Humanities; Social Sciences"
893;16200154702;"Parergon";journal;"03136221, 18328334";"Australian and New Zealand Association for Medieval and Early Modern Studies";No;No;0,125;Q3;13;22;44;1702;8;42;0,21;77,36;50,00;0;2;Australia;Pacific Region;"Australian and New Zealand Association for Medieval and Early Modern Studies";"2002-2024";"Literature and Literary Theory (Q2); Visual Arts and Performing Arts (Q2); Cultural Studies (Q3); History (Q3); Religious Studies (Q3)";"Arts and Humanities; Social Sciences"
894;21101169884;"TOPIA";journal;"19160194, 12060143";"University of Toronto Press";No;No;0,125;Q3;6;14;113;663;25;107;0,19;47,36;55,56;0;5;Canada;Northern America;"University of Toronto Press";"2019-2024";"Cultural Studies (Q3)";"Social Sciences"
895;21101270126;"Vierteljahrschrift fur Sozial und Wirtschaftsgeschichte";journal;"03408728, 03410846";"Franz Steiner Verlag GmbH";No;No;0,125;Q3;8;71;175;1466;13;175;0,03;20,65;14,49;0;10;Germany;Western Europe;"Franz Steiner Verlag GmbH";"2002-2024";"Cultural Studies (Q3); History (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
896;21101038703;"Australasian Journal of Popular Culture";journal;"20455852, 20455860";"Intellect Ltd.";No;No;0,124;Q3;4;16;37;689;4;33;0,11;43,06;47,37;0;2;United Kingdom;Western Europe;"Intellect Ltd.";"2019-2024";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Urban Studies (Q4)";"Arts and Humanities; Social Sciences"
897;21101054417;"Catedral Tomada";journal;"21690847";"University Library System, University of Pittsburgh";Yes;Yes;0,124;Q3;3;30;80;912;6;79;0,09;30,40;74,29;0;13;United States;Northern America;"University Library System, University of Pittsburgh";"2019-2024";"Literature and Literary Theory (Q2); Cultural Studies (Q3); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
898;28857;"Greek, Roman and Byzantine Studies";journal;"00173916";"Duke University Press";Yes;Yes;0,124;Q3;25;29;69;432;19;58;0,18;14,90;18,75;0;0;United States;Northern America;"Duke University Press";"1970-1972, 1976, 1979-1983, 1989, 2002-2024";"Classics (Q2); Cultural Studies (Q3); History (Q3)";"Arts and Humanities; Social Sciences"
899;21100258630;"International Journal of Diversity in Education";journal;"23272163, 23270020";"Common Ground Research Networks";No;No;0,124;Q3;6;12;31;676;8;31;0,32;56,33;43,33;0;9;United States;Northern America;"Common Ground Research Networks";"2013-2025";"Cultural Studies (Q3); Education (Q4)";"Social Sciences"
900;5800207946;"Journal of English Studies";journal;"16954300, 15766357";"Department of English, Universidad de La Rioja";Yes;Yes;0,124;Q3;9;14;28;593;5;28;0,15;42,36;50,00;0;2;Spain;Western Europe;"Department of English, Universidad de La Rioja";"2011-2024";"Literature and Literary Theory (Q2); Cultural Studies (Q3); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
901;21101146416;"Journal on Ethnopolitics and Minority Issues in Europe";journal;"16175247";"European Centre for Minority Issues";Yes;Yes;0,124;Q3;3;14;31;746;17;30;0,70;53,29;40,00;0;4;Germany;Western Europe;"European Centre for Minority Issues";"2019-2024";"Cultural Studies (Q3); Political Science and International Relations (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Social Sciences"
