folio_u;tit_propio;nombre_edi;es_enlinea;catalogada;id_catalogo;nombre_largo;issn_e;issn_l;issn_imp;subtemas
25491;Comechingonia.;"Instituto de Estudios Históricos. IEH";1;1;10577;Argentina;2250-7728;0326-7911;;"Antropología, Arqueología, Ciencias sociales y humanidades, Estudios latinoamericanos"
27949;"Con texto humano";"Universidad Autónoma del Estado de México, Centro de Investigación Multidisciplinaria en Educación";1;;;México;2954-5021;2954-5021;;"Antropología, Educación, Etica, Multidisciplinarias, Desarrollo económico, Derechos humanos"
4610;Conboca;"Conciencias Antropología por la Vida";0;;;Ecuador;;;;"Antropología, Arqueología"
22970;"Conceptos históricos";"Universidad Nacional de San Martín. Escuela de Humanidades. Centro de Investigaciones en Historia Conceptual";1;1;11948;Argentina;2451-7925;2451-7925;;"Antropología, Derecho y jurisprudencia, Filosofía, Historia, Sociología, Humanidades"
21635;Contrapunto;"Universidad de la República.Centro de Formación Popular del Oeste de Montevideo";0;;;Uruguay;;2301-0282;2301-0282;"Antropología, Estudios locales, Trabajo social"
22766;"Conversas & Controvérsias";"Pontifí­cia Universidade Católica do Rio Grande do Sul (PUCRS)";1;1;9436;Brasil;2178-5694;2178-5694;;"Antropología, Ciencia política y administración pública, Ciencias sociales y humanidades, Relaciones internacionales, Sociología"
4849;"Correo de las culturas del mundo";"Instituto Nacional de Antropología e Historia, Museo Nacional de las Culturas";1;;;México;;;;"Antropología, Arqueología"
24714;"Crevillent, la etnografía de un pueblo";"Ayuntamiento de Crevillent";1;;;España;2603-5898;2444-801X;2444-801X;"Antropología, Ciencias sociales y humanidades, Etnología, Historia, Multidisciplinarias, Humanidades"
21730;"Crítica e Sociedade";"Universidade Federal de Uberlândia (UFU)";1;0;8794;Brasil;2237-0579;2237-0579;;"Antropología, Ciencias sociales y humanidades, Sociología"
24611;CSOnline;"Universidade Federal de Juiz de Fora (UFJF)";1;;;Brasil;1981-2140;1981-2140;;"Antropología, Ciencias sociales y humanidades, Sociología"
5018;"Cuadernos de Antropología";"Universidad de Costa Rica, Escuela de Antropología";1;1;1598;"Costa Rica";2215-356X;1409-3138;;Antropología
5019;"Cuadernos de antropología social";"Instituto de Antropología Social; Facultad de Filosofía y Letras; Universidad de Buenos Aires";1;1;1599;Argentina;1850-275X;0327-3776;0327-3776;Antropología
5099;"Cuadernos de etnología de Guadalajara";"Diputación Provincial de Guadalajara";0;;;España;;0213-7399;0213-7399;"Antropología, Etnología, Folklore"
5100;"Cuadernos de etnología y etnografía de Navarra";"Departamento de Cultura, Turismo y Relaciones Institucionales del Gobierno de Navarra";1;1;1621;España;2530-5840;0590-1871;0590-1871;"Antropología, Etnología, Folklore"
24984;"Cuadernos de etnomusicología";"Sociedad Ibérica de Etnomusicología";1;;;España;2014-4660;2014-4660;;"Antropología, Ciencias de la comunicación, Etnología, Música, Danza"
27336;"Cuadernos de humanidades";"Editorial de la Universidad Nacional de Salta.";1;1;11043;Argentina;2683-782x;0327-8115;;"Antropología, Educación, Lingüística, Literatura, Sociología, Humanidades"
5207;"Cuadernos de la Universidad de Chile.";"Universidad de Chile";0;;;Chile;;;0716-3363;"Antropología, Etica, Filosofía"
5364;"Cuadernos del Instituto Nacional de Antropología";"Instituto Nacional de Antropología y Pensamiento Latinoamericano";0;0;1709;Argentina;;0570-8346;0570-8346;Antropología
26850;"Cuadernos del Instituto Nacional de Antropología y Pensamiento Latinoamericano.";"Instituto Nacional de Antropología y Pensamiento Latinoamericano";1;1;11026;Argentina;2422-7749;0570-8346;;"Antropología, Arqueología"
20774;"Cuadernos del Instituto Nacional de Antropología y Pensamiento Latinoamericano. Series especiales";"Instituto Nacional de Antropología y Pensamiento Latinoamericano";1;;;Argentina;2362-1958;2362-1958;;Antropología
5380;"Cuadernos del sur";"Centro de Investigaciones y Estudios en Antropología Social; Instituto Nacional de Antropología e Historia";1;;;México;2448-8836;1405-1966;1405-1966;Antropología
26970;"Cuadernos del Sur.  Historia";EDIUNS;1;1;10966;Argentina;2362-2997;1668-7604;1668-7604;"Antropología, Arqueología, Historia, Prehistoria, Ciencias y Técnicas historiográficas"
5386;"Cuadernos del Tucu-Tucu";"Instituto de Arqueología y Museo, Facultad de Ciencias Naturales, Universidad Nacional de Tucumán";0;;;Argentina;;;0329-4587;Antropología
19237;"Cuadernos Inter.c.ambio sobre Centroamérica y el Caribe";"Universidad de Costa Rica";1;1;7217;"Costa Rica";1659-4940;1659-0139;;"Antropología, Cultura, Historia, Literatura, Estudios latinoamericanos"
21773;Cuadiernu;"La Ponte-Centro de Investigación y Ecomuséu";1;0;8820;España;2340-6895;2340-6895;;"Antropología, Arte, Cultura, Historia, Museología, Humanidades"
26200;CUHSO;"Facultad de Ciencias Sociales";1;;;Chile;2452-610X;2452-610X;;"Antropología, Ciencias sociales y humanidades"
5491;"Cuicuilco Revista de ciencias antropológicas";"Escuela Nacional de Antropología e Historia";1;1;1753;México;2448-8488;2448-8488;2448-9018;"Antropología, Historia"
27875;Cuidar;"Universidad de La Laguna";1;;;España;2660-4426;2660-4426;;"Antropología, Epidemiología, Etica, Pedagogía, Salud pública, Enfermería"
5507;"Cultura de los cuidados";"Universidad de Alicante";1;0;1760;España;1699-6003;1138-1728;1138-1728;"Antropología, Historia, Humanidades, Enfermería"
23584;"Cultura y conciencia";"Asociación Murciana de Antropología";1;0;9901;España;2445-1991;2445-1991;;Antropología
5517;"Cultura y religión";"Instituto de Estudios Internacionales, Universidad Arturo Prat";1;1;1765;Chile;0718-4727;0718-4727;0718-5472;"Antropología, Ciencias sociales y humanidades, Cultura, Religión, Sociología, Humanidades"
27019;"Culture e Studi del Sociale";"Università degli Studi di Salerno";1;;;Iberoamericanistas-Europa;2531-3975;2531-3975;;"Antropología, Ciencias sociales y humanidades, Educación, Psicología, Religión, Sociología"
22449;Cultures-Kairós;"Maison de sciences de l'homme Paris-Nord";1;0;9280;Iberoamericanistas-Europa;2261-0758;2261-0758;;"Antropología, Etnología"
5609;"Debates do NER";"Universidade Federal do Rio Grande do Sul (UFRGS)";1;0;1799;Brasil;1982-8136;1519-843X;;"Antropología, Religión"
24887;"Del prudente saber y el máximo posible de sabor";"Universidad Nacional de Entre Ríos, Facultad de Ciencias de la Educación";1;1;10354;Argentina;2618-4141;1515-3576;;"Antropología, Arte, Ciencias de la comunicación, Ciencias sociales y humanidades, Lingüística, Humanidades"
5701;Desacatos;"Centro de Investigaciones y Estudios Superiores en Antropología Social";1;1;1833;México;2448-5144;1607-050X;1607-050X;Antropología
25304;"Desenvolvimento, Fronteiras e Cidadania";"Universidade Estadual de Mato Grosso do Sul";1;;;Brasil;2594-5815;2594-5815;;"Administración, Antropología, Arqueología, Bibliografías, Ciencia política y administración pública, Ciencias sociales y humanidades, Demografía, Derecho agrario, Derecho civil, Derecho comparado, Economía, Educación, Geografía, Historia, Historia de la ciencia, Pedagogía, Sociología, Turismo, Desarrollo económico, Econometría, Economía de la empresa, Economía internacional, Estudios locales, Humanidades, Planeamiento científico y tecnológico, Planificación educativa, Defensa y seguridad, Derecho fiscal, Economía agrícola, Estudios latinoamericanos, Hacienda pública, Trabajo social, Tecnología educativa, Ciencias y Técnicas historiográficas, Educación media o secundaria, Planeación económica, Planificación del desarrollo, Planificación urbana"
23345;Devenir;"Universidad Nacional de Ingeniería. Facultad de Arquitectura, Urbanismo y Artes";1;1;9763;Perú;2616-4949;2312-7562;2312-7562;"Antropología, Arqueología, Economía, Historia"
29187;Diálogos;"Universidade Nacional Timor Lorosa'e";1;1;11684;Iberoamericanistas-Asia;2789-2182;2789-2182;2520-5927;"Antropología, Ciencias sociales y humanidades, Filosofía, Historia, Psicología, Humanidades"
5808;Diálogos;"Universidade Estadual de Maringá (UEM)";1;0;1866;Brasil;2177-2940;1415-9945;1415-9945;"Antropología, Arqueología, Historia, Historia de la ciencia, Relaciones internacionales, Paleografía"
21245;Diálogos;"Universidade de Pernambuco (UPE)";1;0;8453;Brasil;2236-1499;;;"Antropología, Arte, Lingüística, Literatura, Multidisciplinarias, Música, Pedagogía, Psicología, Humanidades, Teatro"
5825;"Diario de Campo";"Instituto Nacional de Antropología e Historia";1;0;1875;México;;;2007-6851;"Antropología, Ciencias sociales y humanidades, Cultura, Etnología, Lingüística"
24513;"Dignidade Re-Vista";"Pontifícia Universidade Católica do Rio de Janeiro (PUC-Rio)";1;;;Brasil;2525-698X;2525-698X;;"Antropología, Ciencias sociales y humanidades, Filosofía, Sociología, Humanidades"
5852;"Dilemas : Revista de Estudos de Conflito e Controle Social";"Universidade Federal do Rio de Janeiro (UFRJ)";1;1;1889;Brasil;2178-2792;1983-5922;1983-5922;"Antropología, Sociología"
5854;"Dimensión antropológica";"Instituto Nacional de Antropología e Historia";1;0;1891;México;;1405-776X;1405-776X;"Antropología, Historia"
25328;Disparidades;"Editorial CSIC";1;1;10518;España;2659-6881;2659-6881;;Antropología
28970;"Distopía y sociedad";"Amigos de Erving: Asociación para el Fomento y la Difusión de la Investigación Social";1;1;11565;España;2792-2901;2792-2901;;"Antropología, Filosofía, Literatura, Sociología, Humanidades"
24577;"Diversidade Religiosa";"Universidade Federal da Paraíba (UFPB)";1;;;Brasil;2317-0476;2317-0476;;"Antropología, Ciencias sociales y humanidades, Educación, Filosofía, Historia, Literatura, Pedagogía, Psicología, Religión, Sociología"
19268;Drassana;"Museu Marítim de Barcelona";1;1;7235;España;2385-3425;0214-2279;0214-2279;"Antropología, Historia"
6244;"Ecuador antiguo";"Pontificia Universidad Católica del Ecuador, Instituto de Investigación para el Desarrollo";1;;;Ecuador;;;;"Antropología, Etnología, Historia, Lingüística"
6443;"El caracol";"Consejo Nacional para la Cultura y las Artes, Dirección General de Culturas Populares";0;;;México;;;;Antropología
25077;"El lugar sin límites";CIEPOG;1;;;Argentina;2683-9105;2683-9105;;"Antropología, Arte, Bellas artes, Cine, Cultura, Filosofía, Historia, Historia del arte, Literatura, Sociología, Humanidades, Estudios latinoamericanos, Estudios de género"
24561;Embornal;"Associação Nacional de História (ANPUH)";1;;;Brasil;2177-160X;2177-160X;;"Antropología, Ciencias sociales y humanidades, Cultura, Educación, Filosofía, Historia, Literatura, Sociología, Humanidades"
26060;EmRede;"Universidade Federal do Rio Grande do Sul (UFRGS)";1;;;Brasil;2359-6082;2359-6082;;"Antropología, Literatura, Multidisciplinarias, Pedagogía, Humanidades, Educación preescolar"
26323;En_Fil;"Universidade Federal Fluminense (UFF)";1;;;Brasil;2317-6628;2317-6628;;"Antropología, Historia, Pedagogía, Educación superior, Estudios de género"
25556;Encartes;"Centro de Investigación y Estudios Superiores en Antropología Social; Instituto Tecnológico y de Estudios Superiores de Occidente; El Colegio de la Frontera Norte";1;1;10596;México;2594-2999;2594-2999;;"Antropología, Ciencias de la comunicación, Ciencias sociales y humanidades"
6647;"Encuentros uruguayos";"Universidad de la República, Facultad de Humanidades y Ciencias de la Educación, Centro de Estudios Interdisciplinarios uruguayos (CEIU)";1;1;11292;Uruguay;1688-5236;1688-5236;;"Antropología, Historia, Estudios locales"
6708;Enfoques;"Universidade Federal do Rio de Janeiro (UFRJ)";1;0;2186;Brasil;1678-1813;1678-1813;0328-039X;"Antropología, Bioquímica, Sociología"
29906;Ensamblajes;"Red de Estudiantes de Antropología de Iberoamérica (READI)";1;;;España;3045-6622;3045-6662;;"Antropología, Cultura, Etnología, Folklore, Sociología, Humanidades"
24889;Ensambles;"Universidad Nacional de General Sarmiento";1;1;10356;Argentina;2422-5541;2422-5444;;"Antropología, Ciencias de la comunicación, Ciencias sociales y humanidades, Estudios latinoamericanos, Estudios de género"
23967;"Entorno geográfico";"Universidad del Valle";1;;;Colombia;2382-3518;1692-0074;1692-0074;"Antropología, Ciencias de la tierra, Planificación urbana"
24185;Equatorial;"Universidade Federal do Rio Grande do Norte (UFRN)";1;;;Brasil;2446-5674;2446-5674;;"Antropología, Ciencias sociales y humanidades"
21488;Erebea;"Servicio de Publicaciones de la Universidad de Huelva";1;1;8634;España;2530-8254;0214-0691;;"Antropología, Ciencias sociales y humanidades, Historia, Historia del arte, Humanidades, Ciencias y Técnicas historiográficas"
6875;"Eres. Serie de antropología";"Cabildo Insular de Tenerife, Museo Arqueológico y Etnográfico";0;;;España;;;1130-6580;Antropología
26593;"Escritas do Tempo";"Universidade Federal do Sul e Sudeste do Pará (UNIFESSPA)";1;0;10894;Brasil;2674-7758;2674-7758;;"Antropología, Bibliografías, Ciencias de la comunicación, Cultura, Educación, Filosofía, Geografía, Historia, Historia del arte, Lingüística, Literatura, Pedagogía, Psicología, Religión, Sociología, Humanidades, Estudios latinoamericanos, Trabajo social, Estudios de género, Paleografía, Estudios regionales"
23169;"Espacios políticos";"Universidad Rafael Landívar, Facultad de Ciencias Políticas y Sociales, Editorial Cara Parens";1;;;Guatemala;2520-9701;2520-9698;2520-9698;"Antropología, Ciencia política y administración pública, Ciencias sociales y humanidades, Sociología"
6964;"Espaço Ameríndio";"Universidade Federal do Rio Grande do Sul, Núcleo de Antropologia das Sociedades Indígenas e Tradicionais";1;0;2288;Brasil;1982-6524;;;"Antropología, Arqueología, Etnología"
15676;Estudios;"Universidad de San Carlos de Guatemala, Escuela de Historia, Instituto de Investigaciones Históricas, Antropológicas y Arqueológicas -IIHAA-";0;0;5742;Guatemala;;2304-5248;2304-5248;"Antropología, Arqueología, Historia"
7063;"Estudios Afroamericanos Virtual";"Universitat de Barcelona";1;;;España;1697-4255;1697-4255;;"Antropología, Historia"
7067;"Estudios atacameños";"Universidad Católica del Norte, Instituto de Investigaciones Arqueológicas, Museo R.P. Gustavo LePaige S.J.";1;0;2323;Chile;0718-1043;0716-0925;0716-0925;"Antropología, Arqueología, Etnología"
7068;"Estudios avanzados";"Universidad de Santiago de Chile. Instituto de Estudios Avanzados";1;0;2324;Chile;0718-5014;0718-5022;0718-5022;"Antropología, Historia, Sociología, Humanidades"
7081;"Estudios de antropología biológica";"Universidad Nacional Autónoma de México, Instituto de Investigaciones Antropológicas";1;0;2330;México;;1405-5066;1405-5066;Antropología
7089;"Estudios de cultura maya";"Universidad Nacional Autónoma de México, Instituto de Investigaciones Filológicas";1;1;2333;México;2448-5179;0185-2574;0185-2574;"Antropología, Arqueología, Historia, Lingüística"
7090;"Estudios de cultura náhuatl";"Universidad Nacional Autónoma de México, Instituto de Investigaciones Históricas";1;1;2334;México;3061-8002;0071-1675;0071-1675;"Antropología, Historia, Tecnología"
7091;"Estudios de cultura otopame";"Universidad Nacional Autónoma de México, Instituto de Investigaciones Antropológicas";1;0;2335;México;;1870-6533;1870-6533;"Antropología, Etnología"
7130;"Estudios del hombre";"Universidad de Guadalajara, Centro Universitario de Ciencias Sociales y Humanidades, Departamento de Estudios Mesoamericanos y Mexicanos.";1;0;2357;México;;1405-1117;1405-1117;"Antropología, Historia"
29200;"Estudios filosóficos polianos.";"Centro de Estudios Raffaella Cimatti";1;;;Argentina;2422-7501;2422-7501;;"Antropología, Filosofía"
7181;"Estudios mesoamericanos";"Universidad Nacional Autónoma de México, Instituto de Investigaciones Filológicas";0;0;2385;México;;;;Antropología
7222;"Estudios sociales del NOA";"Universidad de Buenos Aires. Facultad de Filosofía y Letras. Instituto Interdiciplinario Tilcara";1;1;2408;Argentina;2362-2482;0329-8256;0329-8256;"Antropología, Ciencias sociales y humanidades, Sociología"
29746;"Estudios Sociales sobre Derecho y Pena";UNSAM;1;;;Argentina;2953-481X;2953-367X;;"Antropología, Derecho penal"
7236;"Estudios. Antropología. Historia";"Museo Arqueológico ";0;;;Argentina;;1853-1423;1853-1423;Antropología
27171;"Estudis d'història agrària";"Publicacions de la Universitat de Barcelona";1;1;11000;España;2385-359X;0210-4830;;"Antropología, Demografía, Derecho agrario, Economía, Historia"
7264;"Estudos de antropologia cultural e social";"Instituto de Investigação Científica Tropical";0;;;Portugal;;;0870-4457;Antropología
27713;"Estudos Kantianos";"Universidade Estadual Paulista Júlio de Mesquita Filho (Unesp)";1;;;Brasil;2318-0501;2318-0501;;"Antropología, Cultura, Filosofía, Lingüística, Humanidades"
7346;ETNICEX;"Asociación Profesional Extremeña de Antropología APEA";0;0;2453;España;;2172-7635;2172-7635;"Antropología, Etnología"
23001;"Etnografías contemporáneas";"UNSAM Edita";1;1;9590;Argentina;2451-8050;1669-2362;;Antropología
7351;"Etnografías contemporáneas";"Escuela de Humanidades; Universidad Nacional de San Martín";0;;;Argentina;;1669-2632;1669-2632;Antropología
7352;Etnográfica;"Instituto Superior de Ciências do Trabalho e da Empresa. Centro de Estudos de Antropologia Social";1;0;2455;Portugal;2182-2891;0873-6561;;Antropología
22867;Eutopía;"Universidad Rafael Landívar, Vicerrectoría de Investigación y Proyección, Editorial Cara Parens";1;0;9492;Guatemala;2617-037X;2518-8674;2518-8674;"Antropología, Economía, Sociología"
29461;Exeria;"Asociación Galega de Exiptoloxía";0;;;España;;3020-9978;3020-9978;"Antropología, Arqueología, Historia, Historia del arte, Museología, Epigrafía"
28324;"Expedicionario. Revista de estudios en antropología";"Instituto Nacional de Antropología e Historia";1;;;México;2683-3050;2448-4814;2448-4814;Antropología
7533;"Fermentum. Revista Venezolana de Sociología y Antropología";HUMANIC;1;0;2529;Venezuela;;;0798-3069;"Antropología, Sociología"
21262;Florestan;"Universidade Federal de São Carlos, Departamento de Ciências Sociais";1;0;8470;Brasil;2357-8300;;;"Antropología, Economía, Historia, Sociología"
25735;Fotocronografias;"Universidade Federal do Rio Grande do Sul (UFRS)";1;;;Brasil;2595-3559;2595-3559;;Antropología
7858;"Garcia de Orta. Série de antropobiología";"Junta de Investigações Científicas do Ultramar";0;;;Portugal;;;0870-0168;Antropología
7886;"Gazeta de antropología";"Universidad de Granada, Departamento de Filosofía II";1;1;2660;España;2340-2792;0214-7564;;"Antropología, Filosofía"
29890;"GeoCiencias y humanidades";"Instituto de Investigación Geográfico Andino Rural";1;;;Perú;3084-7648;3084-7648;;"Antropología, Demografía, Geografía, Turismo, Humanidades, Economía agrícola"
25040;"GIS - Gesto, Imagem e Som - Revista de Antropologia";"Universidade de São Paulo (USP)";1;1;10404;Brasil;2525-3123;2525-3123;;"Antropología, Arte"
28514;"Graphen. Revista de historiografía";"Seminario de Historiografía de Xalapa: Repensar la Conquista";1;;;México;;2007-9850;2007-9850;"Antropología, Ciencias sociales y humanidades, Etnología, Geografía, Historia, Multidisciplinarias"
8110;"Guia do Departamento de Antropologia Social - Instituto Superior de Ciências do Trabalho e da Empresa";"Departamento de Antropologia Social";0;;;Portugal;;0872-9441;0872-9441;Antropología
20232;Habitus;"Pontifícia Universidade Católica de Goiás (PUC Goiás)";1;0;7918;Brasil;1983-7798;1678-6475;;"Antropología, Arqueología"
25058;Hastapenak;Hastapenak;1;0;11204;España;2530-3627;2530-3627;;"Antropología, Historia, Ciencias y Técnicas historiográficas"
28132;Hawò;"Universidade Federal de Goiás";1;;;Brasil;2675-4142;2675-4142;;"Antropología, Arqueología, Ciencias sociales y humanidades, Etnología"
8185;Herencia;"Universidad de Costa Rica";1;1;2782;"Costa Rica";2215-6356;1659-0066;1659-0066;"Antropología, Arte, Cultura"
26941;Heterocronías.;"Universidad Nacional de Córdoba";1;;;Argentina;2684-0502;2684-0502;;"Antropología, Arte, Ciencias sociales y humanidades, Filosofía, Historia del arte, Lingüística, Literatura, Estudios de género"
25659;"Hispanic Journal of Behavioral Sciences";"Sage Publications";1;;;"Iberoamericanistas-América del Norte";1552-6364;0739-9863;;"Antropología, Demografía, Educación, Psicología, Sociología, Estudios latinoamericanos"
27475;"Historia agraria de América Latina";"Centro de Estudios de Historia Agraria de América Latina";1;1;11193;Chile;2452-5162;2452-5162;;"Antropología, Arqueología, Ciencia política y administración pública, Economía, Historia, Sociología"
8270;"História Oral";"Associação Brasileira de História Oral (ABHO)";1;0;2828;Brasil;2358-1654;1516-7658;1516-7658;"Antropología, Ciencias sociales y humanidades, Educación, Historia"
29888;"Historia y Cultura";"Ministerio de Cultura del Perú. Museo Nacional de Arqueología, Antropología e Historia del Perú";1;1;11897;Perú;2961-2713;0073-2486;0073-2486;"Antropología, Ciencias sociales y humanidades, Cultura, Historia, Historia del arte, Humanidades"
26774;"Historia y región";"Archivo del Obispado de Huacho";1;0;11807;Perú;3084-7214;2309-933X;2309-933X;"Antropología, Arqueología, Ciencias sociales y humanidades, Geografía, Historia, Sociología"
8289;"Historia, antropología y fuentes orales";"Asociación Historia y Fuente Oral";0;0;2839;España;;;1136-1700;"Antropología, Historia"
8292;"Historia, sociedad, antropología";"Centro de Investigaciones Precolombinas";0;;;Argentina;;;1514-0911;"Antropología, Historia"
8301;"Historias de Buenos Aires";"Instituto Histórico de la Ciudad de Buenos  Aires; Gobierno de la Ciudad de Buenos Aires";0;;;Argentina;;0326-9906;0326-9906;"Antropología, Historia"
8354;"Horizontes Antropológicos";"Universidade Federal do Rio Grande do Sul, Instituto de Filosofia e Cienciais Humanas, Programa de Pós-Graduação em Antropologia Social";1;0;2864;Brasil;1806-9983;0104-7183;0104-7183;Antropología
28948;"Horizontes decoloniales.";"Santiago Slabodsky";1;;;Argentina;2422-6343;;2545-8728;"Antropología, Ciencia política y administración pública, Ciencias sociales y humanidades, Religión, Sociología"
8392;"Humania del Sur. Revista de Estudios Latinoamericanos Africanos y Asiáticos";"Universidad de Los Andes";1;0;2879;Venezuela;2244-8810;;1856-7959;"Antropología, Historia, Sociología"
8407;Humanitas;"Pontificia Universidad Católica de Chile";0;;;Chile;;;0717-2168;Antropología
8459;"Ichan tecolotl";"Centro de Investigaciones y Estudios Superiores en Antropología Social";1;;;México;2683-314X;1405-1931;1405-1931;"Antropología, Ciencias sociales y humanidades"
8467;Íconos;"Facultad Latinoamericana de Ciencias Sociales, Sede Ecuador";1;1;2909;Ecuador;1390-8065;1390-2466;1390-1249;"Antropología, Ciencia política y administración pública, Ciencias sociales y humanidades, Ecología, Economía, Filosofía"
20237;Identidades;"Dirección de Publicaciones e Impresos";0;0;7923;"El Salvador";;;2224-4727;"Administración, Antropología, Arqueología, Bibliografías, Ciencia política y administración pública, Ciencias de la comunicación, Ciencias sociales y humanidades"
8531;Iluminuras;"Universidade Federal do Rio Grande do Sul (UFRGS)";1;0;2931;Brasil;1984-1191;1984-1191;;Antropología
8544;Imaginário;"Universidade de São Paulo (USP)";0;0;2934;Brasil;;1413-666X;1413-666X;"Antropología, Arte, Literatura, Música, Psicología, Sociología"
22581;Imagonautas;"GCEIS. Universidade de Vigo";1;0;9302;España;0719-0166;0719-0166;;"Antropología, Cultura, Filosofía, Sociología"
8563;"In Itinere";"Vicerrectorado de Formación";1;;;Argentina;1853-5585;1669-6670;1669-6670;"Antropología, Arte, Bellas artes, Cine, Cultura, Educación, Etica, Filosofía, Historia, Historia del arte, Lingüística, Literatura, Religión, Humanidades, Filología"
23164;"Index revista de arte contemporáneo";"Pontificia Universidad Católica del Ecuador, Carrera de Artes Visuales.";1;0;9665;Ecuador;2477-9199;;1390-4825;"Antropología, Arte, Educación, Historia del arte"
29342;Indialogs;"Servei de Publicacions, Universitat Autònoma de Barcelona";1;;;España;2339-8523;2339-8523;;"Antropología, Historia, Multidisciplinarias, Estudios de género, Estudios regionales"
8580;Indiana;"Ibero-Amerikanisches Institut Preussischer Kulturbesitz";1;1;2952;Iberoamericanistas-Europa;2365-2225;2365-2225;0341-8642;"Antropología, Etnología, Estudios latinoamericanos"
26412;Indumenta;"Ministerio de Cultura y Deporte (España)";1;;;España;2660-8332;1888-4555;;"Antropología, Etnología, Museología"
24196;Infarma;"Conselho Federal de Farmácia (CFF)";1;1;10165;Brasil;2318-9312;0104-0219;;"Agronomía, Antropología, Biología, Bioquímica, Botánica, Ecología, Epidemiología, Farmacia, Farmacología, Medicina, Microbiología, Parasitología, Química, Salud pública, Toxicología"
28271;"ININEE CIENCIA";"Universidad Michoacana de San Nicolás de Hidalgo, Instituto de Investigaciones Económicas y Empresariales";1;;;México;2992-720X;2992-720X;;"Administración, Antropología, Ciencia política y administración pública, Economía, Sociología, Estudios regionales"
9091;Interações;"Faculdade Católica de Uberlândia";1;0;3069;Brasil;1983-2478;1809-8479;1809-8479;"Antropología, Religión"
24757;Interethnic@;"Universidade de Brasília (UnB)";1;;;Brasil;2318-9401;2318-9401;;"Antropología, Arqueología, Multidisciplinarias, Sociología"
9125;"International journal of dental anthropology IJDA";"Museo de Historia Natural";1;;;Colombia;0124-7336;0124-7336;;"Antropología, Sociología"
24582;"International journal of Latin American religions";"Pontifícia Universidade Católica de São Paulo (PUC-SP)";1;;;Brasil;2509-9965;2509-9965;;"Antropología, Ciencias sociales y humanidades, Historia, Psicología, Religión, Sociología, Estudios latinoamericanos"
27847;"International Journal of Roma Studies";"Hipatia Press Asociación";1;;;España;2462-425X;2462-425X;;"Antropología, Educación, Pedagogía, Sociología, Trabajo social, Estudios de género"
20836;"International journal of safety and security in tourism / hospitality";"Universidad de Palermo, Facultad de Ciencias Económicas, Center of Business Research and Studies";1;;;Argentina;2250-5091;2250-5091;;"Antropología, Psicología, Sociología, Turismo"
27437;"International journal of South American archeology";"Silaba Press";1;;;Colombia;;2011-0626;2011-0626;"Antropología, Arqueología"
9147;"Intersecciones en antropología";"Universidad Nacional del Centro de la Provincia de Buenos Aires, Facultad de Ciencias Sociales";1;1;3100;Argentina;1850-373X;1666-2105;1666-2105;Antropología
9169;"Inventario antropológico";"Universidad Autónoma Metropolitana, Unidad Iztapalapa, División de Ciencias Sociales y Humanidades, Departamento de Antropología";0;;;México;;1665-2533;1665-2533;Antropología
21323;"Investigación en Juventudes: Revista del Consejo de la Persona Joven";"Consejo de la Persona Joven";1;0;11283;"Costa Rica";2215-4442;2215-4124;2215-4124;"Antropología, Ciencia política y administración pública, Psicología, Sociología, Trabajo social"
20843;"Investigaciones sociales";"Universidad Nacional Mayor de San Marcos. Facultad de Ciencias Sociales. Instituto de Investigaciones Historico-Sociales";1;1;8322;Perú;1818-4758;1560-9073;1560-9073;"Antropología, Arqueología, Geografía, Historia, Sociología, Trabajo social"
22451;Itinerarios;"Instituto de Estudios Ibéricos e Iberoamericanos, Universidad de Varsovia";1;1;9282;Iberoamericanistas-Europa;1507-7241;1507-7241;;"Antropología, Lingüística, Literatura"
28868;Iustitia;"División de Ciencias Jurídicas y Políticas y de la Facultad de Derecho de la Universidad Santo Tomás Bucaramanga";1;;;Colombia;2539-4657;1692-9403;;"Antropología, Derecho y jurisprudencia, Derecho procesal, Economía, Sociología, Hacienda pública"
20090;"Jangwa Pana";"Universidad del Magdalena";1;1;7812;Colombia;2389-7872;1657-4923;1657-4923;"Antropología, Ciencias de la comunicación, Filosofía, Sociología, Humanidades"
9361;"Jentilbaratz. Cuadernos de Folklore";"Eusko Ikaskuntza-Sociedad de Estudios Vascos";0;0;3194;España;;;1137-859X;Antropología
9380;"Jornadas de Historia, Metodología e Interdisciplinariedad";"Universidad Nacional de Luján";0;;;Argentina;;1850-0765;1850-0765;"Antropología, Economía, Educación, Geografía, Historia, Sociología"
9440;"Journal de la Société des américanistes";"Société des Américanistes";1;0;3208;Iberoamericanistas-Europa;1957-7842;0037-9174;0037-9174;"Antropología, Arqueología, Etnología, Estudios latinoamericanos"
28041;"Journal of Behavior and Feeding";"Universidad de Guadalajara, Instituto de Investigaciones en Comportamiento Alimentario y Nutrición";1;1;11743;México;2954-4947;2954-4947;;"Antropología, Ecología, Multidisciplinarias, Psicología, Salud pública, Humanidades"
29567;"Journal of Gender, Diversity & Society";"Plataforma de Acción, Gestión e Investigación Social S.A.S.";1;;;Colombia;3028-7995;3028-7995;;"Antropología, Ciencias sociales y humanidades, Educación, Sociología, Trabajo social, Estudios de género"
19468;"Journal of Latin American and Caribbean anthropology";"American Anthropological Association";1;1;7364;"Iberoamericanistas-América del Norte";1935-4940;1935-4932;;Antropología
