Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
196;17504;"Social and Legal Studies";journal;"09646639, 14617390";"SAGE Publications Ltd";No;No;0,619;Q1;54;86;126;5761;291;124;2,01;66,99;65,91;2;51;United Kingdom;Western Europe;"SAGE Publications Ltd";"1992-2025";"Law (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q2)";"Social Sciences"
197;5700163050;"Qualitative Social Work";journal;"14733250";"SAGE Publications Inc.";No;No;0,618;Q1;59;92;291;3757;665;257;2,33;40,84;77,21;0;43;United States;Northern America;"SAGE Publications Inc.";"2002-2025";"Social Sciences (miscellaneous) (Q1); Health (social science) (Q2); Social Work (Q2)";"Social Sciences"
198;21101058963;"Methodological Innovations";journal;"20597991";"SAGE Publications Inc.";Yes;No;0,616;Q1;26;21;91;944;247;91;2,15;44,95;63,08;1;7;United States;Northern America;"SAGE Publications Inc.";"2016-2025";"Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q2)";"Social Sciences"
199;21101142603;"Social Sciences and Humanities Open";journal;"25902911";"Elsevier Ltd";Yes;No;0,614;Q1;33;445;642;26701;2308;637;3,14;60,00;43,13;1;260;United Kingdom;Western Europe;"Elsevier Ltd";"2019-2025";"Social Sciences (miscellaneous) (Q1); Decision Sciences (miscellaneous) (Q2); Psychology (miscellaneous) (Q2)";"Decision Sciences; Psychology; Social Sciences"
200;15565;"Journal of Loss and Trauma";journal;"15325024, 15325032";"Routledge";No;No;0,612;Q1;58;87;210;4989;449;151;2,12;57,34;66,12;0;26;United States;Northern America;"Routledge";"1996-2025";"Social Sciences (miscellaneous) (Q1); Social Psychology (Q2); Psychiatry and Mental Health (Q3)";"Medicine; Psychology; Social Sciences"
201;16156;"Marriage and Family Review";journal;"15409635, 01494929";"Routledge";No;No;0,610;Q1;54;33;92;1847;181;83;1,82;55,97;49,15;0;9;United States;Northern America;"Routledge";"1978-2025";"Social Sciences (miscellaneous) (Q1)";"Social Sciences"
202;5600154403;"Australian Social Work";journal;"0312407X, 14470748";"Taylor and Francis Ltd.";No;No;0,607;Q1;44;67;142;2339;299;118;2,02;34,91;76,42;0;36;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1971-2004, 2006-2025";"Social Sciences (miscellaneous) (Q1); Health (social science) (Q2); Social Work (Q2); Sociology and Political Science (Q2)";"Social Sciences"
203;12981;"Kybernetes";journal;"0368492X";"Emerald Publishing";No;No;0,606;Q1;59;571;570;40528;2542;564;4,41;70,98;38,41;0;264;United Kingdom;Western Europe;"Emerald Publishing";"1972-2025";"Engineering (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Artificial Intelligence (Q2); Computer Science (miscellaneous) (Q2); Control and Systems Engineering (Q2); Electrical and Electronic Engineering (Q2); Information Systems (Q2); Software (Q2); Theoretical Computer Science (Q2)";"Computer Science; Engineering; Mathematics; Social Sciences"
204;20600195519;"Contemporary Social Science";journal;"2158205X, 21582041";"Routledge, Taylor &amp; Francis Group";No;No;0,602;Q1;33;41;118;2723;392;113;3,18;66,41;49,47;2;32;United Kingdom;Western Europe;"Routledge, Taylor &amp; Francis Group";"2011-2024";"History (Q1); Social Sciences (miscellaneous) (Q1)";"Arts and Humanities; Social Sciences"
205;23509;"Ethical Theory and Moral Practice";journal;"13862820, 15728447";"Springer Netherlands";No;No;0,602;Q1;39;67;193;2420;308;179;1,78;36,12;25,33;0;12;Netherlands;Western Europe;"Springer Netherlands";"1999-2002, 2004-2025";"Philosophy (Q1); Social Sciences (miscellaneous) (Q1)";"Arts and Humanities; Social Sciences"
206;25330;"Rationality and Society";journal;"14617358, 10434631";"SAGE Publications Ltd";No;No;0,602;Q1;54;22;56;1135;94;55;1,54;51,59;47,73;0;10;United Kingdom;Western Europe;"SAGE Publications Ltd";"1989-2025";"Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q2)";"Social Sciences"
207;19469;"Journal of Early Childhood Teacher Education";journal;"17455642, 10901027";"Taylor and Francis Ltd.";No;No;0,601;Q1;29;48;112;2511;245;88;1,75;52,31;81,02;0;21;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1990-2025";"Social Sciences (miscellaneous) (Q1); Education (Q2)";"Social Sciences"
208;21101082056;"China Economic Quarterly International";journal;"26669331";"KeAi Communications Co.";Yes;No;0,597;Q1;10;21;73;834;209;73;2,60;39,71;28,57;0;18;China;Asiatic Region;"KeAi Communications Co.";"2021-2024";"Economics, Econometrics and Finance (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Geography, Planning and Development (Q2); Sociology and Political Science (Q2)";"Economics, Econometrics and Finance; Social Sciences"
209;21101093327;"Asian Journal of Sport and Exercise Psychology";journal;"26672391";"KeAi Communications Co.";Yes;Yes;0,590;Q1;9;24;78;1074;168;67;2,38;44,75;35,90;0;1;China;Asiatic Region;"KeAi Communications Co.";"2021-2025";"Social Sciences (miscellaneous) (Q1); Applied Psychology (Q3); Cognitive Neuroscience (Q3)";"Neuroscience; Psychology; Social Sciences"
210;11800154594;"AStA Advances in Statistical Analysis";journal;"1863818X, 18638171";"Springer Verlag";No;No;0,590;Q1;35;43;92;1705;169;90;1,84;39,65;30,33;1;11;Germany;Western Europe;"Springer Verlag";"2008-2025";"Social Sciences (miscellaneous) (Q1); Analysis (Q2); Applied Mathematics (Q2); Economics and Econometrics (Q2); Modeling and Simulation (Q2); Statistics and Probability (Q2)";"Economics, Econometrics and Finance; Mathematics; Social Sciences"
211;15591;"JASSS";journal;"14607425";"University of Surrey";Yes;No;0,586;Q1;67;39;106;2469;258;105;2,14;63,31;28,75;0;17;United Kingdom;Western Europe;"University of Surrey";"2000-2025";"Social Sciences (miscellaneous) (Q1); Computer Science (miscellaneous) (Q2)";"Computer Science; Social Sciences"
212;21101038575;"Agrarian South";journal;"23210281, 22779760";"SAGE Publications Inc.";No;No;0,581;Q1;19;22;58;1109;71;53;1,19;50,41;42,31;0;6;United States;Northern America;"SAGE Publications Inc.";"2012-2025";"Cultural Studies (Q1); Social Sciences (miscellaneous) (Q1); Ecology (Q2); Geography, Planning and Development (Q2)";"Environmental Science; Social Sciences"
213;21101087907;"PSU Research Review";journal;"23984007, 23991747";"Emerald Group Holdings Ltd.";Yes;Yes;0,581;Q1;23;55;36;3778;197;36;5,56;68,69;34,51;0;21;United Kingdom;Western Europe;"Emerald Group Holdings Ltd.";"2017-2024";"Economics, Econometrics and Finance (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Business, Management and Accounting (miscellaneous) (Q2); Computer Science Applications (Q2); Education (Q2)";"Business, Management and Accounting; Computer Science; Economics, Econometrics and Finance; Social Sciences"
214;144975;"Family Journal";journal;"10664807";"SAGE Publications Inc.";No;No;0,577;Q1;46;137;257;6447;502;253;1,93;47,06;66,13;0;31;United States;Northern America;"SAGE Publications Inc.";"1993-2025";"Social Sciences (miscellaneous) (Q1); Social Psychology (Q2)";"Psychology; Social Sciences"
215;27159;"Innovation: The European Journal of Social Science Research";journal;"13511610, 14698412";"Routledge";No;No;0,577;Q1;47;113;167;7337;447;150;2,63;64,93;43,46;5;63;United Kingdom;Western Europe;"Routledge";"1988-2025";"Cultural Studies (Q1); Social Sciences (miscellaneous) (Q1); Geography, Planning and Development (Q2); Management of Technology and Innovation (Q2); Organizational Behavior and Human Resource Management (Q2); Sociology and Political Science (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Social Sciences"
216;25057;"Mathematical Social Sciences";journal;"01654896";"Elsevier B.V.";No;No;0,577;Q1;44;64;182;1763;164;182;0,89;27,55;22,41;0;11;Netherlands;Western Europe;"Elsevier B.V.";"1980-2025";"Social Sciences (miscellaneous) (Q1); Psychology (miscellaneous) (Q2); Sociology and Political Science (Q2); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Psychology; Social Sciences"
217;21101188408;"Frontiers in Research Metrics and Analytics";journal;"25040537";"Frontiers Media SA";Yes;No;0,576;Q1;25;56;248;2652;588;226;1,44;47,36;54,46;0;26;Switzerland;Western Europe;"Frontiers Media SA";"2016-2024";"Library and Information Sciences (Q1); Social Sciences (miscellaneous) (Q1)";"Social Sciences"
218;25991;"Social Science Information";journal;"05390184, 14617412";"SAGE Publications Ltd";No;No;0,575;Q1;48;22;90;1879;194;83;1,36;85,41;41,03;0;5;United Kingdom;Western Europe;"SAGE Publications Ltd";"1962-2024";"Library and Information Sciences (Q1); Social Sciences (miscellaneous) (Q1)";"Social Sciences"
219;22963;"Interdisciplinary Science Reviews";journal;"03080188, 17432790";"SAGE Publications Ltd";No;No;0,575;Q2;33;17;123;1295;231;110;1,04;76,18;50,00;0;1;United Kingdom;Western Europe;"SAGE Publications Ltd";"1976-2024";"History and Philosophy of Science (Q1); Multidisciplinary (Q1); Social Sciences (miscellaneous) (Q2)";"Arts and Humanities; Multidisciplinary; Social Sciences"
220;21100447802;"Asian Education and Development Studies";journal;"20463170, 20463162";"Emerald Publishing";No;No;0,573;Q2;22;39;112;2041;371;109;2,81;52,33;53,26;0;19;United Kingdom;Western Europe;"Emerald Publishing";"2013-2025";"Development (Q2); Education (Q2); Social Sciences (miscellaneous) (Q2)";"Social Sciences"
221;3300147702;"Journal of Progressive Human Services";journal;"10428232";"Routledge";No;No;0,571;Q2;27;16;47;850;83;42;1,07;53,13;58,06;0;9;United States;Northern America;"Routledge";"1987, 1990-2025";"Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)";"Social Sciences"
222;21101100275;"Bestuur";journal;"27224708, 23023783";"Sebelas Maret University Faculty of Law";Yes;No;0,566;Q2;12;10;47;644;167;47;3,85;64,40;29,63;1;7;Indonesia;Asiatic Region;"Sebelas Maret University Faculty of Law";"2019-2024";"Law (Q1); Management, Monitoring, Policy and Law (Q2); Public Administration (Q2); Social Sciences (miscellaneous) (Q2)";"Environmental Science; Social Sciences"
223;12247;"Journal of Human Behavior in the Social Environment";journal;"15403556, 10911359";"Routledge";No;No;0,564;Q2;48;165;219;8544;501;218;2,04;51,78;52,52;0;70;United States;Northern America;"Routledge";"1998-2025";"Anthropology (Q1); Social Sciences (miscellaneous) (Q2)";"Social Sciences"
224;17585;"Law and Social Inquiry";journal;"1545696X, 08976546";"Wiley-Blackwell";No;No;0,561;Q2;63;108;180;8862;263;180;1,25;82,06;55,63;1;54;United States;Northern America;"Wiley-Blackwell";"1976-2025";"Law (Q1); Social Sciences (miscellaneous) (Q2)";"Social Sciences"
225;12308;"Journal of Social Work Education";journal;"10437797, 21635811";"Taylor and Francis Ltd.";No;No;0,560;Q2;68;66;271;2960;564;246;1,78;44,85;75,00;0;22;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1985-2025";"Education (Q2); Social Sciences (miscellaneous) (Q2); Social Work (Q3)";"Social Sciences"
226;21100924767;"Fudan Journal of the Humanities and Social Sciences";journal;"16740750, 21982600";"Springer Verlag";No;No;0,555;Q2;17;47;80;3056;256;80;2,88;65,02;33,78;0;22;Germany;Western Europe;"Springer Verlag";"2014-2025";"Arts and Humanities (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q2)";"Arts and Humanities; Social Sciences"
227;14200154737;"Biosemiotics";journal;"18751342, 18751350";"Springer Science and Business Media B.V.";No;No;0,554;Q2;27;43;139;2339;213;80;1,69;54,40;35,71;1;4;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"2008-2025";"Linguistics and Language (Q1); Communication (Q2); Social Sciences (miscellaneous) (Q2)";"Social Sciences"
228;21101266482;"MILRev: Metro Islamic Law Review";journal;"2986528X";"Faculty of Sharia, IAIN Metro";Yes;No;0,552;Q2;5;19;32;797;61;32;1,91;41,95;41,03;0;15;Indonesia;Asiatic Region;"Faculty of Sharia, IAIN Metro";"2022-2024";"Law (Q1); Religious Studies (Q1); Social Sciences (miscellaneous) (Q2)";"Arts and Humanities; Social Sciences"
229;21100840031;"Critical Military Studies";journal;"23337486, 23337494";"Taylor and Francis Ltd.";No;No;0,547;Q2;23;40;92;2440;147;92;1,53;61,00;55,56;4;13;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2015-2025";"History (Q1); Law (Q1); Political Science and International Relations (Q1); Management Science and Operations Research (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)";"Arts and Humanities; Decision Sciences; Social Sciences"
230;21100854451;"Global Journal of Environmental Science and Management";journal;"23833866, 23833572";"GJESM Publication";Yes;No;0,544;Q2;38;145;166;8858;663;166;4,45;61,09;39,68;0;122;Iran;Middle East;"GJESM Publication";"2015-2025";"Architecture (Q1); Agricultural and Biological Sciences (miscellaneous) (Q2); Environmental Engineering (Q2); Environmental Science (miscellaneous) (Q2); Pollution (Q2); Social Sciences (miscellaneous) (Q2); Waste Management and Disposal (Q2)";"Agricultural and Biological Sciences; Engineering; Environmental Science; Social Sciences"
231;29840;"International Social Work";journal;"00208728, 14617234";"SAGE Publications Ltd";No;No;0,542;Q2;56;137;314;5300;680;290;1,86;38,69;60,86;1;58;United Kingdom;Western Europe;"SAGE Publications Ltd";"1959-2025";"Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2); Social Work (Q3)";"Social Sciences"
232;21101136810;"Journal of Global Scholars of Marketing Science: Bridging Asia and the World";journal;"21639159, 21639167";"Taylor and Francis Ltd.";No;No;0,540;Q2;27;29;107;2088;363;107;3,40;72,00;44,58;0;6;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2011-2025";"Arts and Humanities (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q2); Marketing (Q3)";"Arts and Humanities; Business, Management and Accounting; Social Sciences"
233;21100258853;"F1000Research";journal;"20461402";"F1000 Research Ltd";Yes;No;0,537;Q2;119;587;2030;25928;3390;2005;1,39;44,17;44,61;1;244;United Kingdom;Western Europe;"F1000 Research Ltd";"2012-2025";"Arts and Humanities (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Immunology and Microbiology (miscellaneous)  (Q2); Library and Information Sciences (Q2); Medicine (miscellaneous) (Q2); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q2)";"Arts and Humanities; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine; Pharmacology, Toxicology and Pharmaceutics; Social Sciences"
234;21101061926;"Frontiers in Communication";journal;"2297900X";"Frontiers Media SA";Yes;No;0,536;Q2;38;302;837;16849;1731;774;1,66;55,79;56,66;0;109;Switzerland;Western Europe;"Frontiers Media SA";"2016-2025";"Communication (Q2); Social Sciences (miscellaneous) (Q2)";"Social Sciences"
235;21101042482;"Environmental Humanities";journal;"22011919";"Duke University Press";Yes;Yes;0,533;Q2;20;52;120;2428;219;115;1,82;46,69;50,00;0;15;United States;Northern America;"Duke University Press";"2012-2024";"Anthropology (Q1); Ecology (Q2); Environmental Science (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q2)";"Environmental Science; Social Sciences"
236;21101080475;"Asian Journal of Business Ethics";journal;"22106731, 22106723";"Springer Science and Business Media B.V.";No;No;0,532;Q2;16;43;63;3013;292;61;4,95;70,07;42,22;0;26;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"2012-2025";"Philosophy (Q1); Business, Management and Accounting (miscellaneous) (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q2)";"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
237;4500151513;"Narrative Inquiry";journal;"13876740";"John Benjamins Publishing Company";No;No;0,532;Q2;54;26;64;1492;108;61;1,09;57,38;57,81;0;3;Netherlands;Western Europe;"John Benjamins Publishing Company";"1998-2025";"History (Q1); Literature and Literary Theory (Q1); Education (Q2); Social Sciences (miscellaneous) (Q2)";"Arts and Humanities; Social Sciences"
238;14547;"Social Choice and Welfare";journal;"01761714, 1432217X";"Springer New York";No;No;0,532;Q2;61;90;193;3032;187;192;0,96;33,69;12,95;1;16;United States;Northern America;"Springer New York";"1984-2025";"Economics and Econometrics (Q2); Social Sciences (miscellaneous) (Q2)";"Economics, Econometrics and Finance; Social Sciences"
239;21101043799;"Emotions and Society";journal;"26316900, 26316897";"Policy Press";No;No;0,531;Q2;10;25;59;1155;93;53;1,70;46,20;87,50;0;6;United Kingdom;Western Europe;"Policy Press";"2019-2024";"Cultural Studies (Q1); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2); Social Psychology (Q3)";"Psychology; Social Sciences"
240;21101267122;"Quaderni Fiorentini per la Storia del Pensiero Giuridico Moderno";journal;"03921867";"Giuffre Francis Lefebvre SPA";No;No;0,529;Q2;3;34;102;849;17;2;0,07;24,97;66,67;0;1;Italy;Western Europe;"Giuffre Francis Lefebvre SPA";"2020-2024";"History (Q1); Law (Q1); Political Science and International Relations (Q2); Social Sciences (miscellaneous) (Q2)";"Arts and Humanities; Social Sciences"
241;8100153107;"Magallania";journal;"07180209, 07182244";"Universidad de Magallanes";Yes;Yes;0,528;Q2;23;10;38;630;27;38;0,72;63,00;44,00;0;1;Chile;Latin America;"Universidad de Magallanes";"2007-2024";"Social Sciences (miscellaneous) (Q2)";"Social Sciences"
242;11200153529;"Journal of Spirituality in Mental Health";journal;"19349645, 19349637";"Routledge";No;No;0,526;Q2;20;48;60;2545;100;60;1,36;53,02;46,43;0;4;United States;Northern America;"Routledge";"2006-2025";"Religious Studies (Q1); Social Sciences (miscellaneous) (Q2); Applied Psychology (Q3); Social Psychology (Q3)";"Arts and Humanities; Psychology; Social Sciences"
243;21100790521;"Polar Journal";journal;"21548978, 2154896X";"Taylor and Francis Ltd.";No;No;0,526;Q2;23;31;87;1475;131;69;1,37;47,58;57,69;0;10;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2011-2024";"Arts and Humanities (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q2)";"Arts and Humanities; Social Sciences"
244;21100972446;"International Journal of Sociology";journal;"15579336";"Taylor and Francis Ltd.";No;No;0,525;Q2;15;31;70;1938;153;68;1,47;62,52;36,36;0;22;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2019-2025";"Social Sciences (miscellaneous) (Q2)";"Social Sciences"
245;21101075277;"Nordic Social Work Research";journal;"2156857X, 21568588";"UBM Exhibition Singapore PTE LTD";No;No;0,525;Q2;19;87;156;4126;306;144;1,92;47,43;74,32;0;54;United Kingdom;Western Europe;"UBM Exhibition Singapore PTE LTD";"2011-2025";"Social Sciences (miscellaneous) (Q2)";"Social Sciences"
246;21100420104;"Voluntary Sector Review";journal;"20408056, 20408064";"Policy Press";No;No;0,525;Q2;16;26;95;1325;155;93;1,39;50,96;62,71;0;6;United Kingdom;Western Europe;"Policy Press";"2015-2024";"Social Sciences (miscellaneous) (Q2)";"Social Sciences"
247;15594;"Journal of Biosocial Science";journal;"00219320, 14697599";"Cambridge University Press";No;No;0,523;Q2;64;60;172;3367;283;172;1,45;56,12;44,22;0;50;United Kingdom;Western Europe;"Cambridge University Press";"1969-2025";"Social Sciences (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q3)";"Medicine; Social Sciences"
248;21100810500;"Social Sciences";journal;"20760760";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,523;Q2;51;696;1710;42236;4023;1678;2,19;60,68;62,27;7;414;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2012-2025";"Social Sciences (miscellaneous) (Q2)";"Social Sciences"
249;12309;"Journal of Social Work Practice";journal;"14653885, 02650533";"Routledge";No;No;0,520;Q2;38;41;106;1674;203;94;1,71;40,83;73,42;0;17;United Kingdom;Western Europe;"Routledge";"1983-2025";"Drug Guides (Q1); Health (social science) (Q2); Social Sciences (miscellaneous) (Q2); Social Work (Q3)";"Medicine; Social Sciences"
250;13414;"Contemporary Family Therapy";journal;"08922764, 15733335";"Kluwer Academic/Human Sciences Press Inc.";No;No;0,519;Q2;43;51;111;3004;198;108;1,69;58,90;61,84;0;12;United States;Northern America;"Kluwer Academic/Human Sciences Press Inc.";"1986-2025";"Cultural Studies (Q1); Clinical Psychology (Q2); Social Sciences (miscellaneous) (Q2); Social Psychology (Q3)";"Psychology; Social Sciences"
251;29908;"Families in Society";journal;"10443894";"Families International Inc";No;No;0,518;Q2;56;120;140;6684;226;128;1,21;55,70;73,63;2;61;United States;Northern America;"Families International Inc";"1993, 1996-2025";"Social Sciences (miscellaneous) (Q2); Social Work (Q3)";"Social Sciences"
252;29553;"Journal of Gerontological Social Work";journal;"15404048, 01634372";"Routledge";No;No;0,518;Q2;53;85;224;4025;310;184;1,35;47,35;62,45;0;25;United States;Northern America;"Routledge";"1979-2025";"Nursing (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q2); Social Work (Q3)";"Nursing; Social Sciences"
253;21101172261;"Journalism and Media";journal;"26735172";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,517;Q2;16;117;174;7218;416;171;1,90;61,69;47,86;1;37;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2020-2024";"Arts and Humanities (miscellaneous) (Q1); Linguistics and Language (Q1); Social Sciences (miscellaneous) (Q2)";"Arts and Humanities; Social Sciences"
254;4700151608;"Journal of the Philosophy of Sport";journal;"00948705";"Taylor and Francis Ltd.";No;No;0,514;Q2;36;40;80;1507;145;79;1,96;37,68;26,92;0;4;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1974-1993, 1995-2025";"Health (social science) (Q2); Social Sciences (miscellaneous) (Q2); Sports Science (Q3)";"Health Professions; Social Sciences"
255;21100255401;"SAGE Open";journal;"21582440";"SAGE Publications Inc.";Yes;No;0,514;Q2;74;1451;2794;102205;8908;2793;2,71;70,44;44,92;2;679;United States;Northern America;"SAGE Publications Inc.";"2011-2025";"Arts and Humanities (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q2)";"Arts and Humanities; Social Sciences"
256;17600155136;"Kotuitui";journal;"1177083X";"Routledge";Yes;Yes;0,513;Q2;21;57;82;3721;182;82;2,11;65,28;64,11;0;31;United Kingdom;Western Europe;"Routledge";"2009-2010, 2012-2025";"Social Sciences (miscellaneous) (Q2)";"Social Sciences"
257;23098;"Review of Regional Research";journal;"01737600, 16139836";"Springer Verlag";No;No;0,510;Q2;24;21;44;1546;74;39;1,41;73,62;31,91;3;15;Germany;Western Europe;"Springer Verlag";"1998-2025";"Economics and Econometrics (Q2); Geography, Planning and Development (Q2); Social Sciences (miscellaneous) (Q2)";"Economics, Econometrics and Finance; Social Sciences"
258;21101021437;"Advances in Social Work";journal;"23314125, 15278565";"Indiana University School of Social Work";Yes;Yes;0,506;Q2;13;32;165;1542;272;157;0,99;48,19;69,12;0;16;United States;Northern America;"Indiana University School of Social Work";"2019-2024";"Education (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)";"Social Sciences"
259;24129;"Natural Hazards Review";journal;"15276988";"American Society of Civil Engineers (ASCE)";No;No;0,503;Q2;73;84;262;5814;661;258;2,50;69,21;41,09;0;57;United States;Northern America;"American Society of Civil Engineers (ASCE)";"2000-2025";"Civil and Structural Engineering (Q2); Environmental Science (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q2)";"Engineering; Environmental Science; Social Sciences"
260;16931;"American Sociologist";journal;"00031232, 19364784";"Springer";No;No;0,501;Q2;28;48;119;2524;139;108;1,18;52,58;32,08;0;6;United States;Northern America;"Springer";"1973-1975, 1978-1979, 1981, 1987-1996, 2002, 2004-2025";"Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)";"Social Sciences"
261;21101077305;"Asian Association of Open Universities Journal";journal;"24146994, 18583431";"Emerald Group Publishing Ltd.";Yes;Yes;0,499;Q2;21;23;62;1078;235;62;3,12;46,87;46,51;0;16;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2005-2006, 2008-2025";"Education (Q2); Social Sciences (miscellaneous) (Q2)";"Social Sciences"
262;12188;"Simulation and Gaming";journal;"1552826X, 10468781";"SAGE Publications Inc.";No;No;0,496;Q2;75;64;128;3019;317;111;1,87;47,17;44,64;0;17;United States;Northern America;"SAGE Publications Inc.";"1970-1976, 1978-1983, 1985, 1987-2025";"Business, Management and Accounting (miscellaneous) (Q2); Computer Science Applications (Q2); Social Sciences (miscellaneous) (Q2)";"Business, Management and Accounting; Computer Science; Social Sciences"
263;21101042148;"Societies";journal;"20754698";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,496;Q2;41;273;591;18353;1377;574;2,10;67,23;53,50;0;171;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2011-2025";"Social Sciences (miscellaneous) (Q2)";"Social Sciences"
264;21101108507;"Geohumanities";journal;"2373566X, 23735678";"Informa UK Limited";No;No;0,493;Q2;10;36;104;1791;146;101;1,28;49,75;55,00;0;9;United Kingdom;Western Europe;"Informa UK Limited";"2019-2025";"Arts and Humanities (miscellaneous) (Q1); Geography, Planning and Development (Q2); Social Sciences (miscellaneous) (Q2)";"Arts and Humanities; Social Sciences"
265;145675;"Social Work in Mental Health";journal;"15332985, 15332993";"Routledge";No;No;0,491;Q2;30;61;121;3209;190;121;1,16;52,61;67,68;0;26;United States;Northern America;"Routledge";"2002-2025";"Social Sciences (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q3); Social Work (Q3)";"Medicine; Social Sciences"
266;23717;"International Journal of Social Economics";journal;"03068293";"Emerald Group Publishing Ltd.";Yes;No;0,490;Q2;55;158;305;8330;969;303;2,89;52,72;41,16;0;129;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1974-2025";"Economics and Econometrics (Q2); Social Sciences (miscellaneous) (Q2)";"Economics, Econometrics and Finance; Social Sciences"
267;21101251299;"Interpreting and Society";journal;"27523810";"SAGE Publications Ltd";Yes;Yes;0,488;Q2;5;4;23;275;37;20;1,41;68,75;80,00;0;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"2021-2024";"Social Sciences (miscellaneous) (Q2)";"Social Sciences"
268;21100208059;"Journal of International Political Theory";journal;"17551722, 17550882";"SAGE Publications Ltd";No;No;0,487;Q2;18;25;82;899;100;76;1,05;35,96;57,14;0;6;United Kingdom;Western Europe;"SAGE Publications Ltd";"2008-2009, 2014-2025";"Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)";"Social Sciences"
269;21101176676;"Disabilities";journal;"26737272";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,480;Q2;9;72;131;4116;258;127;1,80;57,17;68,37;0;39;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2021-2024";"Health Professions (miscellaneous) (Q2); Health (social science) (Q2); Social Sciences (miscellaneous) (Q2)";"Health Professions; Social Sciences"
270;21101075508;"Journal of Applied Youth Studies";journal;"22049207, 22049193";"Springer Nature";No;No;0,480;Q2;10;45;66;2210;131;56;1,41;49,11;68,75;1;25;Singapore;Asiatic Region;"Springer Nature";"2020-2025";"Anthropology (Q1); Cultural Studies (Q1); Education (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)";"Social Sciences"
271;19400156804;"Qualitative Research Journal";journal;"14480980, 14439883";"Emerald Group Publishing Ltd.";No;No;0,479;Q2;28;102;108;4765;242;107;2,21;46,72;66,83;0;39;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2006-2025";"Education (Q2); Social Sciences (miscellaneous) (Q2)";"Social Sciences"
